No.,Time,Source,Destination,Protocol,Length,Info
44,12:09:59.110006335,144.38.239.87,34.117.237.239,TCP,54,43094  >  443 [ACK] Seq=677 Ack=3901 Win=60416 Len=0
45,12:09:59.110311574,144.38.239.87,34.117.237.239,TCP,54,43094  >  443 [ACK] Seq=677 Ack=4518 Win=59904 Len=0
46,12:09:59.121869241,34.149.100.209,144.38.239.87,TCP,54,443  >  45980 [ACK] Seq=1 Ack=686 Win=67072 Len=0
47,12:09:59.121897437,144.38.239.87,34.149.100.209,TCP,54,45980  >  443 [ACK] Seq=686 Ack=2601 Win=62336 Len=0
48,12:09:59.121910491,144.38.239.87,34.149.100.209,TCP,54,45980  >  443 [ACK] Seq=686 Ack=4554 Win=60416 Len=0
49,12:09:59.147452544,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=9392 Ack=2596 Win=57344 Len=0
50,12:09:59.147452838,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=9392 Ack=2755 Win=57344 Len=0
51,12:09:59.149065605,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=6896 Ack=11054 Win=64128 Len=0
52,12:09:59.163060021,144.38.239.87,34.160.144.191,TCP,54,41416  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
53,12:09:59.163004465,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=11054 Ack=3400 Win=65536 Len=0
54,12:09:59.163004503,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=11054 Ack=3886 Win=65536 Len=0
55,12:09:59.163960303,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=16945 Ack=12197 Win=64128 Len=0
56,12:09:59.167723588,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=18665 Ack=14413 Win=62080 Len=0
57,12:09:59.171603569,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=18665 Ack=16165 Win=60416 Len=0
58,12:09:59.171655569,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=18665 Ack=18381 Win=58240 Len=0
59,12:09:59.175920354,34.160.144.191,144.38.239.87,TCP,54,443  >  41416 [ACK] Seq=1 Ack=217 Win=66816 Len=0
60,12:09:59.175920396,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=20043 Ack=10495 Win=57344 Len=0
61,12:09:59.176135664,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=20043 Win=64128 Len=0
62,12:09:59.179749191,144.38.239.87,34.160.144.191,TCP,54,41416  >  443 [ACK] Seq=217 Ack=2601 Win=63616 Len=0
63,12:09:59.179762194,144.38.239.87,34.160.144.191,TCP,54,41416  >  443 [ACK] Seq=217 Ack=4403 Win=61824 Len=0
64,12:09:59.186843786,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=20043 Ack=13095 Win=57344 Len=0
65,12:09:59.187186836,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=20043 Ack=15695 Win=57344 Len=0
66,12:09:59.187290054,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=25243 Win=59648 Len=0
67,12:09:59.191325933,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=27843 Win=61952 Len=0
68,12:09:59.191670699,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=29960 Win=59904 Len=0
69,12:09:59.198848366,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=31622 Win=61440 Len=0
70,12:09:59.199183721,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=34392 Win=58752 Len=0
71,12:09:59.199414664,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=36608 Win=56576 Len=0
72,12:09:59.199442001,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=38824 Win=54400 Len=0
73,12:09:59.201206971,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=39434 Win=64128 Len=0
74,12:09:59.203224815,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=49995 Win=53632 Len=0
75,12:09:59.207350574,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=51635 Win=57216 Len=0
76,12:09:59.240516661,144.38.239.87,34.160.144.191,TCP,54,41416  >  443 [ACK] Seq=310 Ack=4767 Win=64128 Len=0
77,12:09:59.246080578,144.38.239.87,23.44.229.236,TCP,54,53712  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0
78,12:09:59.246088356,144.38.239.87,23.44.229.236,TCP,54,53728  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0
79,12:09:59.246097032,144.38.239.87,23.44.229.236,TCP,54,53744  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0
80,12:09:59.246103887,144.38.239.87,23.44.229.236,TCP,54,53700  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0
81,12:09:59.253918449,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19095 Ack=52189 Win=64128 Len=0
82,12:09:59.257605341,144.38.239.87,23.44.229.236,TCP,54,[TCP Dup ACK 307#1] 53728  >  80 [ACK] Seq=424 Ack=1 Win=64256 Len=0
83,12:09:59.257617930,144.38.239.87,23.44.229.236,TCP,54,[TCP Dup ACK 309#1] 53744  >  80 [ACK] Seq=424 Ack=1 Win=64256 Len=0
84,12:09:59.257621846,144.38.239.87,23.44.229.236,TCP,54,[TCP Dup ACK 305#1] 53712  >  80 [ACK] Seq=424 Ack=1 Win=64256 Len=0
85,12:09:59.257625277,144.38.239.87,23.44.229.236,TCP,54,[TCP Dup ACK 311#1] 53700  >  80 [ACK] Seq=424 Ack=1 Win=64256 Len=0
86,12:09:59.298271949,23.44.229.236,144.38.239.87,TCP,54,80  >  53728 [ACK] Seq=1 Ack=424 Win=64128 Len=0
87,12:09:59.298272058,23.44.229.236,144.38.239.87,TCP,54,80  >  53700 [ACK] Seq=1 Ack=424 Win=64128 Len=0
88,12:09:59.298272092,23.44.229.236,144.38.239.87,TCP,54,80  >  53712 [ACK] Seq=1 Ack=424 Win=64128 Len=0
89,12:09:59.298272126,23.44.229.236,144.38.239.87,TCP,54,80  >  53744 [ACK] Seq=1 Ack=424 Win=64128 Len=0
90,12:09:59.298311358,144.38.239.87,23.44.229.236,TCP,54,53700  >  80 [ACK] Seq=424 Ack=889 Win=64128 Len=0
91,12:09:59.298320823,144.38.239.87,23.44.229.236,TCP,54,53712  >  80 [ACK] Seq=424 Ack=890 Win=64128 Len=0
92,12:09:59.298325648,144.38.239.87,23.44.229.236,TCP,54,53728  >  80 [ACK] Seq=424 Ack=890 Win=64128 Len=0
93,12:09:59.298335141,144.38.239.87,23.44.229.236,TCP,54,53744  >  80 [ACK] Seq=424 Ack=890 Win=64128 Len=0
94,12:09:59.313709398,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=52189 Ack=19310 Win=65536 Len=0
95,12:09:59.318323983,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=19955 Ack=54405 Win=61952 Len=0
96,12:09:59.327272255,144.38.239.87,34.149.100.209,TCP,54,45980  >  443 [ACK] Seq=920 Ack=5140 Win=64128 Len=0
97,12:09:59.327293935,144.38.239.87,34.149.100.209,TCP,54,45980  >  443 [ACK] Seq=920 Ack=5171 Win=64128 Len=0
98,12:09:59.327311884,144.38.239.87,34.117.237.239,TCP,54,43094  >  443 [ACK] Seq=1098 Ack=5104 Win=64128 Len=0
99,12:09:59.327320272,144.38.239.87,34.117.237.239,TCP,54,43094  >  443 [ACK] Seq=1098 Ack=5135 Win=64128 Len=0
100,12:09:59.327327866,144.38.239.87,34.117.237.239,TCP,54,43110  >  443 [ACK] Seq=928 Ack=5104 Win=64128 Len=0
101,12:09:59.327335095,144.38.239.87,34.117.237.239,TCP,54,43110  >  443 [ACK] Seq=928 Ack=5135 Win=64128 Len=0
102,12:09:59.327342000,144.38.239.87,34.160.144.191,TCP,54,41416  >  443 [ACK] Seq=525 Ack=4805 Win=64128 Len=0
103,12:09:59.330008812,144.38.239.87,34.117.237.239,TCP,54,"43110  >  443 [FIN, ACK] Seq=952 Ack=5135 Win=64128 Len=0"
104,12:09:59.331574820,144.38.239.87,34.120.237.76,TCP,54,47824  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
105,12:09:59.331932700,144.38.239.87,34.120.237.76,TCP,54,47814  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
106,12:09:59.331938443,144.38.239.87,34.120.237.76,TCP,54,47858  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
107,12:09:59.331946514,144.38.239.87,34.120.237.76,TCP,54,47832  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
108,12:09:59.331953029,144.38.239.87,34.120.237.76,TCP,54,47830  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
109,12:09:59.331958655,144.38.239.87,34.120.237.76,TCP,54,47846  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
110,12:09:59.331926994,172.64.41.4,144.38.239.87,TCP,54,443  >  51428 [ACK] Seq=6622 Ack=1504 Win=57344 Len=0
111,12:09:59.331981031,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
112,12:09:59.331992786,144.38.239.87,172.64.41.4,TCP,54,51470  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
113,12:09:59.336286872,172.64.41.4,144.38.239.87,TCP,54,"443  >  51428 [FIN, ACK] Seq=6622 Ack=1529 Win=65536 Len=0"
114,12:09:59.336306120,144.38.239.87,172.64.41.4,TCP,54,51428  >  443 [ACK] Seq=1529 Ack=6623 Win=64128 Len=0
115,12:09:59.336286983,34.117.237.239,144.38.239.87,TCP,54,443  >  43094 [ACK] Seq=5135 Ack=1098 Win=69632 Len=0
116,12:09:59.336287014,34.160.144.191,144.38.239.87,TCP,54,443  >  41416 [ACK] Seq=4805 Ack=525 Win=67840 Len=0
117,12:09:59.341147536,172.64.41.4,144.38.239.87,TCP,54,443  >  51438 [ACK] Seq=54405 Ack=20019 Win=65536 Len=0
118,12:09:59.341147608,172.64.41.4,144.38.239.87,TCP,54,"443  >  51438 [FIN, ACK] Seq=54405 Ack=20019 Win=65536 Len=0"
119,12:09:59.341178884,144.38.239.87,172.64.41.4,TCP,54,51438  >  443 [ACK] Seq=20019 Ack=54406 Win=64128 Len=0
120,12:09:59.341147644,34.117.237.239,144.38.239.87,TCP,54,443  >  43094 [ACK] Seq=5135 Ack=1129 Win=69632 Len=0
121,12:09:59.341147798,34.117.237.239,144.38.239.87,TCP,54,"443  >  43110 [FIN, ACK] Seq=5135 Ack=953 Win=68352 Len=0"
122,12:09:59.341191022,144.38.239.87,34.117.237.239,TCP,54,43110  >  443 [ACK] Seq=953 Ack=5136 Win=64128 Len=0
123,12:09:59.344985819,34.149.100.209,144.38.239.87,TCP,54,443  >  45980 [ACK] Seq=5171 Ack=951 Win=68352 Len=0
124,12:09:59.344985952,34.120.237.76,144.38.239.87,TCP,54,443  >  47824 [ACK] Seq=1 Ack=678 Win=67072 Len=0
125,12:09:59.349096698,144.38.239.87,34.120.237.76,TCP,54,47824  >  443 [ACK] Seq=678 Ack=2601 Win=62848 Len=0
126,12:09:59.349115994,144.38.239.87,34.120.237.76,TCP,54,47824  >  443 [ACK] Seq=678 Ack=4472 Win=61056 Len=0
127,12:09:59.349065932,34.120.237.76,144.38.239.87,TCP,54,443  >  47814 [ACK] Seq=1 Ack=678 Win=67072 Len=0
128,12:09:59.349065964,34.120.237.76,144.38.239.87,TCP,54,443  >  47858 [ACK] Seq=1 Ack=678 Win=67072 Len=0
129,12:09:59.349133185,144.38.239.87,34.120.237.76,TCP,54,47814  >  443 [ACK] Seq=678 Ack=2601 Win=62464 Len=0
130,12:09:59.349323426,144.38.239.87,34.120.237.76,TCP,54,47814  >  443 [ACK] Seq=678 Ack=4472 Win=60672 Len=0
131,12:09:59.349319956,34.120.237.76,144.38.239.87,TCP,54,443  >  47846 [ACK] Seq=1 Ack=678 Win=67072 Len=0
132,12:09:59.349341121,34.120.237.76,144.38.239.87,TCP,54,443  >  47832 [ACK] Seq=1 Ack=678 Win=67072 Len=0
133,12:09:59.353744737,144.38.239.87,34.120.237.76,TCP,54,47858  >  443 [ACK] Seq=678 Ack=2601 Win=62464 Len=0
134,12:09:59.353755372,144.38.239.87,34.120.237.76,TCP,54,47858  >  443 [ACK] Seq=678 Ack=4472 Win=60672 Len=0
135,12:09:59.353769235,144.38.239.87,34.149.100.209,TCP,54,45990  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
136,12:09:59.353724144,34.120.237.76,144.38.239.87,TCP,54,443  >  47830 [ACK] Seq=1 Ack=678 Win=67072 Len=0
137,12:09:59.353781040,144.38.239.87,34.120.237.76,TCP,54,47846  >  443 [ACK] Seq=678 Ack=2601 Win=62720 Len=0
138,12:09:59.353792018,144.38.239.87,34.120.237.76,TCP,54,47846  >  443 [ACK] Seq=678 Ack=4472 Win=60928 Len=0
139,12:09:59.353796166,144.38.239.87,34.120.237.76,TCP,54,47832  >  443 [ACK] Seq=678 Ack=2601 Win=63616 Len=0
140,12:09:59.353801753,144.38.239.87,34.120.237.76,TCP,54,47832  >  443 [ACK] Seq=678 Ack=4472 Win=61824 Len=0
141,12:09:59.353789290,172.64.41.4,144.38.239.87,TCP,54,443  >  51470 [ACK] Seq=1 Ack=1170 Win=57344 Len=0
142,12:09:59.353812597,144.38.239.87,172.64.41.4,TCP,54,51470  >  443 [ACK] Seq=1346 Ack=758 Win=64000 Len=0
143,12:09:59.353966274,144.38.239.87,172.64.41.4,TCP,54,51470  >  443 [ACK] Seq=1346 Ack=820 Win=64000 Len=0
144,12:09:59.353971562,144.38.239.87,34.120.237.76,TCP,54,47830  >  443 [ACK] Seq=678 Ack=1301 Win=64000 Len=0
145,12:09:59.358822687,144.38.239.87,34.120.237.76,TCP,54,47830  >  443 [ACK] Seq=678 Ack=2601 Win=63488 Len=0
146,12:09:59.358837255,144.38.239.87,34.120.237.76,TCP,54,47830  >  443 [ACK] Seq=678 Ack=4472 Win=61696 Len=0
147,12:09:59.358799899,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=1 Ack=1170 Win=57344 Len=0
148,12:09:59.358864914,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=1346 Ack=758 Win=64128 Len=0
149,12:09:59.358871693,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=1346 Ack=820 Win=64128 Len=0
150,12:09:59.358878437,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=1346 Ack=851 Win=64128 Len=0
151,12:09:59.362760534,144.38.239.87,34.117.237.239,TCP,54,43094  >  443 [ACK] Seq=1129 Ack=7091 Win=62208 Len=0
152,12:09:59.370608091,34.149.100.209,144.38.239.87,TCP,54,443  >  45990 [ACK] Seq=1 Ack=686 Win=67072 Len=0
153,12:09:59.375418051,144.38.239.87,34.149.100.209,TCP,54,45990  >  443 [ACK] Seq=686 Ack=2601 Win=63616 Len=0
154,12:09:59.375432393,144.38.239.87,34.149.100.209,TCP,54,45990  >  443 [ACK] Seq=686 Ack=4554 Win=61696 Len=0
155,12:09:59.375389663,172.64.41.4,144.38.239.87,TCP,54,443  >  51470 [ACK] Seq=851 Ack=1612 Win=65536 Len=0
156,12:09:59.379249741,23.44.229.236,144.38.239.87,TCP,54,80  >  53700 [ACK] Seq=889 Ack=847 Win=64128 Len=0
157,12:09:59.379249772,23.44.229.236,144.38.239.87,TCP,54,80  >  53744 [ACK] Seq=890 Ack=847 Win=64128 Len=0
158,12:09:59.379249870,34.117.237.239,144.38.239.87,TCP,54,443  >  43094 [ACK] Seq=7091 Ack=1168 Win=69632 Len=0
159,12:09:59.379303988,144.38.239.87,23.44.229.236,TCP,54,53744  >  80 [ACK] Seq=847 Ack=1779 Win=64128 Len=0
160,12:09:59.379334335,144.38.239.87,172.64.41.4,TCP,54,51470  >  443 [ACK] Seq=1986 Ack=2055 Win=62976 Len=0
161,12:09:59.379620156,144.38.239.87,23.44.229.236,TCP,54,53700  >  80 [ACK] Seq=847 Ack=1778 Win=64128 Len=0
162,12:09:59.379617019,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=851 Ack=1612 Win=65536 Len=0
163,12:09:59.383920502,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=2416 Ack=2664 Win=62336 Len=0
164,12:09:59.428547499,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=2416 Ack=3163 Win=64128 Len=0
165,12:09:59.474994828,144.38.239.87,34.120.237.76,TCP,54,47814  >  443 [ACK] Seq=1791 Ack=5058 Win=64128 Len=0
166,12:09:59.475013147,144.38.239.87,34.120.237.76,TCP,54,47824  >  443 [ACK] Seq=929 Ack=5058 Win=64128 Len=0
167,12:09:59.475030350,144.38.239.87,34.120.237.76,TCP,54,47814  >  443 [ACK] Seq=1791 Ack=5089 Win=64128 Len=0
168,12:09:59.475037636,144.38.239.87,34.120.237.76,TCP,54,47824  >  443 [ACK] Seq=929 Ack=5089 Win=64128 Len=0
169,12:09:59.476025120,144.38.239.87,34.120.237.76,TCP,54,"47824  >  443 [FIN, ACK] Seq=953 Ack=5089 Win=64128 Len=0"
170,12:09:59.479100786,144.38.239.87,34.120.237.76,TCP,54,47830  >  443 [ACK] Seq=929 Ack=5058 Win=64128 Len=0
171,12:09:59.479119113,144.38.239.87,34.120.237.76,TCP,54,47830  >  443 [ACK] Seq=929 Ack=5089 Win=64128 Len=0
172,12:09:59.479065946,23.44.229.236,144.38.239.87,TCP,54,80  >  53728 [ACK] Seq=890 Ack=847 Win=64128 Len=0
173,12:09:59.479131418,144.38.239.87,34.149.100.209,TCP,54,45990  >  443 [ACK] Seq=920 Ack=5140 Win=64128 Len=0
174,12:09:59.479149035,144.38.239.87,34.149.100.209,TCP,54,45990  >  443 [ACK] Seq=920 Ack=5171 Win=64128 Len=0
175,12:09:59.479157568,144.38.239.87,23.44.229.236,TCP,54,53728  >  80 [ACK] Seq=847 Ack=1779 Win=64128 Len=0
176,12:09:59.479066099,23.44.229.236,144.38.239.87,TCP,54,80  >  53712 [ACK] Seq=890 Ack=847 Win=64128 Len=0
177,12:09:59.479433124,23.44.229.236,144.38.239.87,TCP,54,80  >  53744 [ACK] Seq=1779 Ack=1270 Win=64128 Len=0
178,12:09:59.480069585,144.38.239.87,34.120.237.76,TCP,54,"47830  >  443 [FIN, ACK] Seq=953 Ack=5089 Win=64128 Len=0"
179,12:09:59.483835039,144.38.239.87,23.44.229.236,TCP,54,53744  >  80 [ACK] Seq=1270 Ack=2668 Win=64128 Len=0
180,12:09:59.483848326,144.38.239.87,23.44.229.236,TCP,54,53712  >  80 [ACK] Seq=847 Ack=1779 Win=64128 Len=0
181,12:09:59.487623027,34.120.237.76,144.38.239.87,TCP,54,"443  >  47824 [FIN, ACK] Seq=5089 Ack=954 Win=68352 Len=0"
182,12:09:59.487651684,144.38.239.87,34.120.237.76,TCP,54,47824  >  443 [ACK] Seq=954 Ack=5090 Win=64128 Len=0
183,12:09:59.492283054,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=3163 Ack=2631 Win=65536 Len=0
184,12:09:59.492283264,34.120.237.76,144.38.239.87,TCP,54,"443  >  47830 [FIN, ACK] Seq=5089 Ack=953 Win=68352 Len=0"
185,12:09:59.492319257,144.38.239.87,34.120.237.76,TCP,54,47830  >  443 [ACK] Seq=954 Ack=5090 Win=64128 Len=0
186,12:09:59.492283338,34.120.237.76,144.38.239.87,TCP,54,443  >  47830 [ACK] Seq=5090 Ack=954 Win=68352 Len=0
187,12:09:59.492283389,34.120.237.76,144.38.239.87,TCP,54,443  >  47814 [ACK] Seq=5412 Ack=1861 Win=71168 Len=0
188,12:09:59.492362928,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=2846 Ack=3218 Win=64128 Len=0
189,12:09:59.492378329,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=2846 Ack=3717 Win=64000 Len=0
190,12:09:59.496065522,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=2846 Ack=3772 Win=64128 Len=0
191,12:09:59.496078135,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=2846 Ack=4271 Win=64000 Len=0
192,12:09:59.496046261,34.149.100.209,144.38.239.87,TCP,54,443  >  45990 [ACK] Seq=5171 Ack=951 Win=68352 Len=0
193,12:09:59.500474420,144.38.239.87,34.120.237.76,TCP,54,47858  >  443 [ACK] Seq=929 Ack=5058 Win=64128 Len=0
194,12:09:59.500521250,144.38.239.87,34.120.237.76,TCP,54,47858  >  443 [ACK] Seq=929 Ack=5089 Win=64128 Len=0
195,12:09:59.500530967,144.38.239.87,34.120.237.76,TCP,54,47846  >  443 [ACK] Seq=929 Ack=5058 Win=64128 Len=0
196,12:09:59.500534817,144.38.239.87,34.120.237.76,TCP,54,47846  >  443 [ACK] Seq=929 Ack=5089 Win=64128 Len=0
197,12:09:59.500643247,144.38.239.87,34.120.237.76,TCP,54,47832  >  443 [ACK] Seq=929 Ack=5058 Win=64128 Len=0
